user_id,recipe_id,date,rating,review
1802778489,500694,2014/5/28,5,"This is a great salad!  It is really flavorful versatile and packs a healthy dose of protein and fiber.   was very popular at a party.  It packs well for picnics and lunches and stays crisp for 5+ days.  It is great plain but can also be put on a bed of lettuce or in a pita pocket, and is great with added leftover chicken.  It makes a great main dish and a tasty side dish as well.  It is very easy to scale down this recipe.  The servings listed are for main course size- if you are going to be using it as a side you will get a lot more servings."
2584658,494169,2016/2/6,4,"This &quot;mid-century&quot; salad is one of my favorites.  I had leftover lobster and used it and shrimp in the salad.  The reason I didn&#039;t give this recipe 5 stars was that I didn&#039;t think the black olives added any flavor and the cucumber was kind of in the way.   The sweet cherry tomatoes are perfect and you need the hard cooked egg, but next time I&#039;m leaving out the cuke and olives, and adding some capers.  The dressing, from the same cook, is absolutely 5 star!"
1808377,494169,2017/9/15,5,"Great salad, I threw in some avocado and it was awesome."
2002061921,534896,2018/3/19,2,gross or good? i think too many carbs
2002064796,534896,2018/3/20,1,"IMHO, That recipe is disgusting!"
1802640303,515167,2014/4/3,5,perfect amount of sweetness
1802640317,515167,2014/4/3,5,tastes awesome
1802640322,515167,2014/4/3,5,"was a hit in this house, family really enjoyed it"
1802640735,515167,2014/4/3,5,nice recipe!
498271,494108,2013/2/19,4,Great fun way to prepare eggplant!  I love eggplant parmesan and this is a fun finger-food version.  Slicing the eggplant super-thin makes it easier to get them crispy without getting too dark.  Served as you suggested with marinara for dipping and really enjoyed - thanks for sharing the recipe!
1802642523,515167,2014/4/4,5,Very tasteful recipe!
1680722,503249,2014/4/7,5,"What for a lovely combination of ingredients!&lt;br/&gt;I prepared the grits as described and but I replace the andouille sausage and the bacon with Turkish salami, with I prepared as described for the bacon. I used about 12 slices in this way. After cooking down on the paper towel I crumbed them lightly. The most I added to the shrip mixture and a few for the topping.&lt;br/&gt;I confess I would have never combined all those ingredients myself and we were really very suprised from the results. Thanks a lot for posting your recipe here, I really appreciate this.&lt;br/&gt;I tagged your recipe and tried it for the game: Pick a chef 2014 (http://www.food.com/bb/viewtopic.zsp?t=402517&amp;postdays=0&amp;postorder=asc&amp;start=0)"
2000009491,503249,2015/3/6,5,"GREAT RECIPE!!!  I followed the directions exactly as written, however I left out the sausage because I didn&#039;t have any.  I can only imagine how great it would have been
with the addition of sausage.  My daughter said, &quot;You can fix this anytime.&quot;  Thanks for such a great recipe."
2000226298,503249,2015/5/25,5,This is a delicious recipe...the ONLY change I made was that I used Gouda cheese instead of cheddar.  PLEASE stop rewriting recipes and then saying they are wonderful.  Let&#039;s face it.  If you take the Andouille sausage and bacon out of this recipe it will be crap.  Some recipes need to be left alone. I&#039;m sick of reading these reviews saying how THEY took out 3/4 of the ingredients and it was WON-der-ful.  No it isn&#039;t...the recipe is awesome...leave it alone.
1803019290,517764,2014/8/11,0,Excellent!
1803019357,517764,2014/8/11,5,"Simple, yet sophisticated."
1803019339,517764,2014/8/11,5,Seriously delicious! Easy enough to get on the table quickly!
1803019366,517764,2014/8/11,5,My family loved this dish!
1802936715,527325,2017/1/14,5,Big hit! Used oven ready noodles and no ricotta since I don't like it. No one knew the difference and I would make again!
1802936715,512383,2014/11/18,5,It was a hit with the whole family!  Will make it again for sure!
1803019382,517764,2014/8/11,5,Wonderful dish we loved it!!
482376,512383,2014/2/21,5,"Excellent meal! This worked really well when we had company for dinner. Once all the ingredients were in the pot, I could sit and relax with my guests. The only change I made was to use brown Jasmine rice. This is a comforting and flavorful meal! Thank you for posting this gem."
546010,512383,2014/2/24,5,"The flavors are AMAZING! A beautiful dish and company worthy. I forgot to rinse the rice but all is well. I also use hearty chicken breasts, skin on, then removed the skin and cut chicken into individual portions. It turned out very moist. My paprika was smokey but not hot. My sweet bell peppers were yellow &amp; orange. I think red would make for more contrast with the same flavors. Thanks for posting this gem, French Tart. It&#039;s a keeper and going into the &quot;Best of &#039;14&quot; cookbook!"
1803167875,512383,2014/9/28,0,"I cannot rave about this recipe enough! The flavour, the textures, the look.... I felt like a master chef.  I used smoked sausage in the absence of chorizo and also had no creme f on board but it still was a total triumph."
1803274433,512383,2014/11/14,5,"Another fantastic Food.com recipe. My family cleaned their plates. I bought the crumbly version of pork chorizo instead of sliced. That was all I could find. The sausage integrated into the rice very nicely and the spiciness was perfect for Texan palates. . In fact, my family asked me to save the rice so they could eat the leftovers the next day even though the chicken was all gone. &nbsp;I used chicken breast since my family prefers it. Next time I think I&#039;ll try cubing the chicken instead of the larger 1 to 1-1/2&quot; chunks I cut. The bottom line is this recipe goes into our rotation of meals."
381047,512383,2014/11/22,5,"We enjoyed this, especially my husband.  He said, &quot;You don&#039;t have to change anything about THIS recipe!&quot;"
176615,512383,2014/12/24,5,"A good, easy to fix weeknight dinner. Thanks for sharing the recipe!"
1803551615,512383,2017/5/14,0,"Wow, this stuff is just lovely. I used twice as much chorizo because that's how it was packaged but otherwise followed the recipe exactly."
1802642599,515167,2014/4/4,5,5 stars+ - something new I enjoyed
204024,515372,2014/5/2,5,"We loved this potato salad.  I added 4 hard boiled eggs, otherwise followed all the ingredients.  Great combination of flavors.  Made for PAC Spring 2014."
107135,517594,2014/8/9,5,a really nice pancake its wicked with twisses  peach butter  made for southern leg cakepops on parade
305531,517594,2014/8/12,5,"Loved this. I haven&#039;t made pancakes in years until just recently. This was really nice and I really enjoyed them. I did use a homemade buttermilk substitution and recipe #350883 for the topping. Thanks for sharing, Lynn. Made for Culinary Quest 2014."
128473,517594,2014/8/14,5,"Great pancakes Lynn. Light, tender, fluffy and full of flavor. We loved these buttermilk pancakes they were so quick and easy to make. Perfect served with a little icing sugar and melting butter. Yummm. So good. Made for Culinary Quest for the Suitcase Gourmets"
526666,517594,2014/8/14,5,"These were a real treat, made by my DH for Sunday breakfast. We halved the recipe and it made 9 nice sized pancakes. I did have to &#039;cheat&#039; and use the buttermilk sub mentioned in the directions, which worked out just fine! Thanks for sharing a delicious recipe, Lavender Lynn."
80353,517594,2014/9/22,5,"I doubled up on this recipe to serve 7 hungry teenagers (along with some other fixins), and these got 14 thumbs up so, yeah, they&#039;re good!  Served with maple syrup, preserves and honey so everyone could top as they wished.  I went traditional on my one pancake with the maple syrup - fluffy texture."
461834,517594,2014/9/22,5,"Great pancakes!!!  I made 1/2 of the recipe and made myself 3 pancakes and then froze the rest of the batter for another day.  Served mine with fresh sliced strawberries, whipped cream and a side of bacon, yummy!!!  Thanks for sharing the recipe.  Made for CQ 2014."
482376,517594,2015/3/15,5,Excellent and easy pancakes. They fluffed up beautifully and tasted great! Thank you!
2000382402,517594,2016/1/23,5,Excellent recipe. It&#039;s a keeper. (I used a full two cups of buttermilk.)
2001047645,517594,2016/6/12,5,"I'm a novice cook and these turned out amazingly! Definitely better than any mix I've ever used. My pancakes came out light, fluffy, &amp; filling. Best part: leftovers for tomorrow!"
2001467418,517594,2017/4/1,5,Excellent recipe. I only had 1 cup of buttermilk so I used 1 cup of milk instead. Still came out great. So fluffy and flavorful.
10404,517594,2018/7/24,5,"Really nice pancakes! Not so light they fall apart, not so heavy you feel like you have lead in your belly! They hold butter beautifully ;-) Made for Susie's World Tour 2018."
226863,517594,2018/7/28,5,"We made these for our weekend breakfast and they turned out delicious! Quick and easy to make, with a nice thick batter. Thanks for sharing! Made for Susie's World Tour 2018."
47559,517594,2018/8/11,5,"Wow1 We loved these pancakes. They were so soft, fluffy, buttery and delicious with a hint of vanilla. Really didn't even need syrup, but we added it anyway. Will definitely make again. Made for Susie's World Tour 2018."
2651564,517764,2014/8/11,5,Made this delicious recipe and it turned out fantastic. Yum!
1803396035,499503,2014/11/23,5,"This is wonderful.  Made it for the first time 1 month ago, and twice since!"
1287956,517200,2014/7/26,5,"Baon with anything is instantly a favorite for me.  I doubled the cooking time, and they did take a bit of time to wrap the onion rings, but the flavor is worth all the work!"
679953,494714,2013/3/14,5,"Being from the Chicago area, and having been to Chi Town numerous times, we have had deep dish pizza plenty of times, and this one ranks up there.   I left out the salt and pepper, used the parmesan cheese, and the italian seasonings.  I would recommend the italian seasonings on this.  Very easy to prepare too, This does top one of the famous pizza eateries in Chicago by far, I won&#039;t mention who, because I do not know if I can, so with that being said, next month when I go to Chicago we will stop by one of the Chicago sports legends restaurant, and have a steak sandwich instead.  Very easy, and very very good.  Made for PRMR tag."
515278,494714,2013/3/29,5,Good!
305531,494714,2013/6/17,5,"I liked this a lot! It truly tasted like a thin crust pizza to me. I made everything as directed (with optional ingredients), but didn&#039;t have quite enough pizza sauce so added maybe 1/4 cup marinara sauce to the mix. Your pic looks great....and a perfect slice of pizza pie. Mine was a little looser and didn&#039;t maintain the shape. :lol: Regardless of how mine looked - it tasted great. Thanks for sharing this nice keeper. Made for PRMR Tag."
2597942,494714,2013/12/18,5,"I made this tonight for dinner. We loved it! I, too, am from the Chicago-land area. This is pretty close to restaurant quality pizza pies (and even better than some). I used ground Italian sausage in mine. The only thing I changed with this recipe is that I left the mushrooms out (I just don&#039;t like them). I look forward to making this again. (It&#039;s a lot cheaper than going out for one). Thanks for posting. (Made for Zaar Chef Alphabet Soup tag)"
724631,494714,2014/1/7,4,"A complete change of pace for us, didn&#039;t know we were inculcated in NY Pizza until I tagged this recipe.  This recipe made me think!  This recipe is all about the SAUSAGE, so make sure you have mighty fine sausage.  Chicago is the meat-packing capital of the world, so there you can probably find wonderful sausage almost anywhere.  I used Johnsonville Sweet Italian, which is about the best sausage we get in the greater Baltimore area, UNLESS YOU MAKE THE SAUSAGE YOURSELF.  This recipe almost requires that you make your own sausage.  In the past year, I have been disappointed with most commercial sausage I have tried -- too much gristle! Not enough flavor!  I found myself dreaming of Wild Boar sausage from DH&#039;s past hunting expeditions. The pie crust is not as odd as one might think. Chicago pizza dough DOES NOT CONTAIN CORNMEAL and it does rely heavily on CORN OIL; it is usually THICK, almost like a biscuit base, but tasting more like pastry pie crust in its flakiness. The thin pie crust allowed me to add all of the ingredients for this recipe, but my pie didn&#039;t firm up for a decent slice until 30 minutes after I removed it from the oven.  I believe that a thicker crust would have sped up that process.  As for pizza sauce, I made my own using Recipe #413005 reduced to pizza sauce thickness and jazzed up as I saw fit.  It worked fine.  Back to the NY pizza bias: normally I would ask for &quot;extra sauce&quot;, but in this recipe, that would be ridiculous!  In the end, I applaud your effort, you made me think outside my box.  Next project: authentic Chicago pizza dough!  Made for Rookie Recipe Tag."
64780,494714,2017/7/8,5,Delicious &amp; Sooooo &quot;ridiculously&quot; easy!! Love it!!! Thanks!!
2002270079,494714,2018/9/9,5,Mine came out pretty good. I like the buttery pie crust and I added some fresh tomatoes and basil on top. I had not one but two slices.
2722551,497083,2013/3/18,5,"Oh I love this! I mean, who doesn&#039;t love muffins. It&#039;s great that even when you&#039;re on a diet, you can still enjoy some of these wonderful treats just to motivate you some more and do more with your diet. Healthy living is mostly discipline and some of it are just knowing what and what not to do. &lt;br/&gt;&lt;br/&gt;Thanks for sharing this recipe. I&#039;m adding this to my current cookbook recipe. It&#039;s definitely something that I would want to try and keep doing in the future. &lt;br/&gt;&lt;br/&gt;http://cooklikeacaveman.com&lt;br/&gt;&lt;br/&gt;Awesome job!"
2000530134,515026,2018/4/4,5,"I've always wondered how to use the Simply Potato Hash Browns potatoes when making potatoes. So glad I found this recipe, you don't have to squeeze out the liquid, peel or shred the potatoes. These are also great cooked just like the package instructs, I have been using these hash brown for years!"
400708,505681,2013/8/17,5,"Playing &quot;New Kid on the Block&quot; game and chose this recipe.  It was so creamy and great  depth of flavor, very different from my regular gravy.  I served with Chicken instead of steak so did use chicken stock - but sure it would be good either way.  Trouble is - DH usually makes the gravy in this house but after I made this and he tried it - he says now I&#039;ll have to do it from now on as this is so much better.  We&#039;ll have to see about that, maybe I just need to give him this recipes :rofl:"
125853,505681,2014/3/23,0,WOW!  This is as good as my  mother&#039;s gravy...maybe even better.  It really dresses a steak up.  I used 1/2 and 1/2 and it worked just fine!
1802547211,494471,2014/3/3,5,"WOW!   Haven&#039;t been able to find a brand&#039;s dark chocolate mix, and too cheap to buy Starbucks.  Found this recipe and it is SOOOOOO good!   I use a regular hot chocolate mix, add a little more milk, then a heaping spoonful of this syrup, and oh my!!!!!!!"
2001172699,494471,2016/9/18,4,This recipe was really easy and good as posted - glossy and rich. I added a little instant espresso powder to give it a darker taste.
1802447792,500068,2014/2/2,4,"Very good dip but NOT at all like Montana&#039;s dip. Seems similar to the Lone Star restaurant&#039;s dip but I haven&#039;t had that in over a year so I can&#039;t be sure. There are no Cajun spices in Montana&#039;s dip and no cheddar. At least, not in Canada. Still a good dip though. Just a little kick to it but you could easily add more hot sauce or experiment with varieties."
452355,501321,2013/6/17,5,"This was a VERY easy weeknight meal and we enjoyed it.  I used medium salsa, 2Tb of a grilled leftover red pepper, and I omitted the bed of salad. DH didn&#039;t bother cutting the quesadillas ahead of time.  He just spread the filling and grilled them whole, then sliced them with a knife into the appropriate sized wedges before serving.  The very tasty Recipe #94520 made for a simple and complimentary side.  Made for Zaar Stars Summer 2013"
1179225,501321,2013/10/28,5,"We loved this recipe! I made one big quesadilla on the griddle and then cut in pieces after cooking. Topped with shredded lettuce, salsa and a blop of sour cream. Thanks for posting the recipe."
37449,501321,2013/6/16,5,"This was a nice way to use a veggie burger. I scaled the recipe in half, used cheddar cheese and made 2 tortillas with some leftover. Thanks! Made for Rookie tag."
2201427,496918,2013/3/22,5,What a wonderful recipe!!  A great combination of only 5 ingredients!!!  DELICIOUS!!
2001784987,529395,2018/9/5,5,"Wow this is so good! And incredibly easy. I ran out of the door this morning and totally forgot to put the sliced banana and chocolate chips on top but it doesn’t even need it! It tastes like peanut butter cookies but has so little sugar. I bought half pint jars at my grocery store because it fits in my lunchbox better. I don’t have any tweaks. The only oatmeal I had was organic Bob’s red Mill oats, that we’re not rolled, but it still worked great. I also used Fage 0% Greek yogurt to cut even more sugar out."
2688247,517768,2014/8/15,0,I am her husband. I ate it.  It was wonderful.  ;.)
37449,515670,2014/5/3,5,"Well, this was simply delicious!  I loved the little crispy bits and the lemon juice and parmesan cheese kicked it up nicely. Thanks! Made for PAC(Pick a Chef) event spring 2014."
1802625829,514956,2014/3/29,5,Amazing!!!
1802625915,514956,2014/3/29,5,Awesome Potatoes! A very creative approach to a party or a mid - day treat! I am going to make these for my next purse party! XD
12237760,514956,2014/3/31,5,Yummy!!!
1802635391,514956,2014/4/1,5,Simply delicious!
1802639357,514956,2014/4/7,5,I can&#039;t wait to try this dish this weekend at my family gathering :-)  He has a long list of foods that are appealing to the eyes but will excire your tastbuds and your soul!!!  &quot;I GIVE THIS MEAL 5 STARS&quot;
724631,496890,2013/5/2,4,"Indian curries benefit from long simmering to help the spices blend; these flavors hadn&#039;t fully mellowed by the time of this dish was served, so I would tweak before making this again.  The full can of coconut milk seemed too much (the end result was very saucy), so I think a can of drained and rinsed garbanzo beans could be added to make a complete but vegetarian meal, or the vegetables could be increased (even doubled).  I&#039;m still new to Indian cooking (although obsessed with it), but I would introduce the coconut milk earlier to allow all to simmer longer and let the coconut milk to reduce.  I think most people would serve this over rice.  I used a drained 14.5 oz. can of diced tomatoes instead of 2 medium tomatoes, which worked fine for me.  Please consider re-ordering the ingredients in the order used in the recipe as the cooking progresses rather quickly.  This recipe is worth tweaking for a tasty vegetarian dish. Thank you for sharing, Nancy.  Made for Please Review My Recipe tag game."
2001921107,497734,2018/1/9,5,"My son is obsessed with KFC’s mac and cheese. This recipe was not only fast and easy, but it was delicious! I’m never going to have to buy a tub of mac again!"
2297649,528393,2016/10/2,0,"You make the syrup, but never use it!!"
163112,496289,2013/4/20,5,"Absolutely delicious!  I&#039;m eating pemmican bars with my tea :) I think this would be delicious iced, too.  Made for NA/ME Tag."
2001719805,533575,2017/9/19,5,WOW!!!!!!!!!! went home a tried this recipe last night was really great
